Date, Open, High, Low, Close
10/30/24, 153.36, 153.56, 152.79, 153.42
10/29/24, 153.28, 153.87, 152.76, 153.37
10/28/24, 152.28, 153.88, 152.28, 153.28
10/25/24, 151.83, 152.38, 151.45, 152.30
10/24/24, 152.68, 152.84, 151.56, 151.84
10/23/24, 151.08, 153.19, 151.02, 152.76
10/22/24, 150.82, 151.20, 150.50, 151.09
10/21/24, 149.56, 150.89, 149.09, 150.84
10/18/24, 150.21, 150.28, 149.37, 149.53
10/17/24, 149.64, 150.31, 149.26, 150.21
10/16/24, 149.21, 149.81, 148.89, 149.64
10/15/24, 149.82, 149.84, 148.85, 149.22
10/14/24, 149.15, 149.99, 149.00, 149.76
10/11/24, 148.57, 149.29, 148.41, 149.14
10/10/24, 149.31, 149.59, 148.38, 148.57
10/09/24, 148.20, 149.37, 148.01, 149.31
10/08/24, 148.16, 148.38, 147.35, 148.20
10/07/24, 148.72, 149.13, 147.86, 148.18
10/04/24, 146.94, 149.00, 145.93, 148.72
10/03/24, 146.41, 147.24, 146.24, 146.95
10/02/24, 143.57, 146.51, 143.43, 146.46
10/01/24, 143.64, 144.53, 142.98, 143.56
09/30/24, 142.16, 143.94, 141.66, 143.63
09/27/24, 144.82, 146.50, 142.07, 142.14
09/26/24, 144.76, 145.20, 144.11, 144.81
09/25/24, 143.24, 144.84, 142.91, 144.75
09/24/24, 143.61, 144.68, 143.12, 143.23
09/23/24, 143.81, 144.45, 143.16, 143.61
09/20/24, 142.63, 144.50, 141.74, 143.92
09/19/24, 142.29, 143.94, 141.90, 142.63
09/18/24, 142.41, 142.70, 140.45, 142.28
09/17/24, 140.61, 142.47, 140.33, 142.42
09/16/24, 140.84, 140.93, 139.58, 140.61
09/13/24, 141.82, 141.87, 140.29, 140.83
09/12/24, 142.36, 143.04, 141.74, 141.82
09/11/24, 142.45, 142.55, 140.71, 142.37
09/10/24, 143.18, 143.71, 142.20, 142.46
09/09/24, 142.32, 143.80, 141.96, 143.17
09/06/24, 143.44, 144.57, 141.77, 142.31
09/05/24, 143.74, 144.22, 142.85, 143.45
09/04/24, 145.48, 145.60, 143.71, 143.74
09/03/24, 146.92, 147.26, 145.09, 145.48
09/02/24, 146.17, 147.17, 145.78, 146.92
08/30/24, 144.99, 146.25, 144.66, 146.18
08/29/24, 144.58, 145.56, 144.24, 144.99
08/28/24, 143.99, 145.04, 143.69, 144.59
08/27/24, 144.56, 145.18, 143.92, 143.95
08/26/24, 144.37, 144.66, 143.44, 144.52
08/23/24, 146.29, 146.49, 144.05, 144.37
08/22/24, 145.27, 146.53, 144.84, 146.30
08/21/24, 145.27, 146.66, 144.46, 145.28
08/20/24, 146.61, 147.34, 145.20, 145.27
08/19/24, 147.65, 148.05, 145.19, 146.60
08/16/24, 149.29, 149.35, 147.57, 147.61
08/15/24, 147.34, 149.38, 147.06, 149.30
08/14/24, 146.83, 147.58, 146.07, 147.34
08/13/24, 147.20, 147.94, 146.60, 146.83
08/12/24, 146.67, 148.23, 146.47, 147.20
08/09/24, 147.22, 147.76, 146.28, 146.62
08/08/24, 146.69, 147.55, 145.43, 147.23
08/07/24, 144.34, 147.89, 144.31, 146.69
08/06/24, 144.17, 146.35, 143.65, 144.33
08/05/24, 146.59, 146.67, 141.69, 144.18
08/02/24, 149.38, 149.77, 146.42, 146.55
08/01/24, 149.98, 150.89, 148.51, 149.37
07/31/24, 152.79, 153.86, 149.63, 149.99
07/30/24, 154.02, 155.22, 152.67, 152.78
07/29/24, 153.75, 154.35, 153.04, 154.03
07/26/24, 153.93, 154.74, 153.25, 153.75
07/25/24, 153.90, 154.32, 151.95, 153.94
07/24/24, 155.59, 155.99, 153.11, 153.89
07/23/24, 157.04, 157.10, 155.56, 155.59
07/22/24, 157.50, 157.61, 156.29, 157.04
07/19/24, 157.37, 157.83, 156.97, 157.46
07/18/24, 156.19, 157.40, 155.38, 157.36
07/17/24, 158.35, 158.61, 156.06, 156.20
07/16/24, 158.06, 158.87, 157.99, 158.35
07/15/24, 157.84, 158.42, 157.26, 158.06
07/12/24, 158.82, 159.45, 157.38, 157.84
07/11/24, 161.66, 161.76, 157.46, 158.84
07/10/24, 161.32, 161.82, 161.26, 161.70
07/09/24, 160.82, 161.50, 160.73, 161.31
07/08/24, 160.75, 161.13, 160.26, 160.83
07/05/24, 161.27, 161.40, 160.34, 160.76
07/04/24, 161.69, 161.69, 160.95, 161.28
07/03/24, 161.45, 162.00, 160.78, 161.69
07/02/24, 161.45, 161.75, 161.27, 161.45
07/01/24, 160.88, 161.75, 160.63, 161.45
06/28/24, 160.78, 161.27, 160.26, 160.88
06/27/24, 160.80, 160.85, 160.28, 160.78
06/26/24, 159.70, 160.88, 159.61, 160.81
06/25/24, 159.60, 159.78, 159.20, 159.69
06/24/24, 159.68, 159.92, 158.79, 159.63
06/21/24, 158.93, 159.85, 158.67, 159.71
06/20/24, 158.09, 158.94, 157.92, 158.93
06/19/24, 157.87, 158.14, 157.61, 158.10
06/18/24, 157.74, 158.24, 157.52, 157.86
06/17/24, 157.43, 157.97, 157.16, 157.74
06/14/24, 157.03, 158.28, 156.89, 157.38
06/13/24, 156.71, 157.34, 156.59, 157.02
06/12/24, 157.12, 157.44, 155.72, 156.72
06/11/24, 157.04, 157.47, 156.81, 157.13
06/10/24, 156.69, 157.19, 156.51, 157.04
06/07/24, 155.61, 157.07, 155.12, 156.65
06/06/24, 156.07, 156.44, 155.36, 155.61
06/05/24, 154.90, 156.49, 154.80, 156.12
06/04/24, 156.07, 156.49, 154.55, 154.91
06/03/24, 157.25, 157.46, 155.96, 156.07
05/31/24, 156.82, 157.36, 156.56, 157.27
05/30/24, 157.66, 157.69, 156.37, 156.82
05/29/24, 157.17, 157.78, 156.97, 157.66
05/28/24, 156.89, 157.21, 156.60, 157.18
05/27/24, 156.97, 157.04, 156.67, 156.90
05/24/24, 156.96, 157.15, 156.82, 157.00
05/23/24, 156.80, 157.20, 156.53, 156.92
05/22/24, 156.17, 156.84, 156.11, 156.81
05/21/24, 156.27, 156.54, 155.85, 156.18
05/20/24, 155.68, 156.30, 155.50, 156.27
05/17/24, 155.40, 155.98, 155.25, 155.68
05/16/24, 154.88, 155.54, 153.59, 155.40
05/15/24, 156.41, 156.56, 154.69, 154.89
05/14/24, 156.22, 156.74, 155.84, 156.42
05/13/24, 155.78, 156.31, 155.51, 156.22
05/10/24, 155.51, 155.91, 155.26, 155.75
05/09/24, 155.52, 155.96, 155.21, 155.48
05/08/24, 154.69, 155.66, 154.50, 155.54
05/07/24, 153.91, 154.75, 153.86, 154.70
05/06/24, 153.04, 154.00, 152.79, 153.92
05/03/24, 153.65, 153.79, 151.87, 153.06
05/02/24, 154.55, 156.29, 153.06, 153.62
05/01/24, 157.80, 157.99, 153.03, 154.51
04/30/24, 156.34, 157.85, 156.07, 157.80
04/29/24, 158.09, 160.16, 154.53, 156.34
04/26/24, 155.65, 158.42, 154.97, 158.34
04/25/24, 155.28, 155.74, 155.20, 155.66
04/24/24, 154.84, 155.37, 154.74, 155.35
04/23/24, 154.84, 154.88, 154.58, 154.84
04/22/24, 154.63, 154.85, 154.46, 154.84
04/19/24, 154.64, 154.68, 153.59, 154.65
04/18/24, 154.38, 154.72, 153.96, 154.65
04/17/24, 154.70, 154.76, 154.16, 154.38
04/16/24, 154.27, 154.79, 154.09, 154.72
04/15/24, 153.28, 154.46, 152.98, 154.27
04/12/24, 153.27, 153.39, 152.59, 153.28
04/11/24, 153.17, 153.32, 152.76, 153.28
04/10/24, 151.75, 153.25, 151.68, 153.17
04/09/24, 151.79, 151.94, 151.58, 151.79
04/08/24, 151.60, 151.94, 151.56, 151.84
04/05/24, 151.34, 151.75, 150.82, 151.60
04/04/24, 151.69, 151.77, 151.13, 151.34
04/03/24, 151.56, 151.95, 151.45, 151.69
04/02/24, 151.65, 151.80, 151.47, 151.55
04/01/24, 151.34, 151.76, 151.23, 151.65
03/29/24, 151.38, 151.50, 151.18, 151.33
03/28/24, 151.30, 151.55, 151.15, 151.38
03/27/24, 151.56, 151.97, 151.03, 151.32
03/26/24, 151.42, 151.60, 151.21, 151.56
03/25/24, 151.42, 151.54, 151.05, 151.41
03/22/24, 151.63, 151.87, 151.01, 151.46
03/21/24, 151.26, 151.78, 150.27, 151.63
03/20/24, 150.86, 151.85, 150.74, 151.25
03/19/24, 149.15, 150.97, 149.03, 150.86
03/18/24, 149.05, 149.33, 148.92, 149.16
03/15/24, 148.31, 149.16, 148.03, 149.08
03/14/24, 147.76, 148.36, 147.44, 148.31
03/13/24, 147.66, 148.04, 147.25, 147.75
03/12/24, 146.78, 148.10, 146.63, 147.65
03/11/24, 147.06, 147.16, 146.49, 146.95
03/08/24, 148.05, 148.12, 146.49, 147.07
03/07/24, 149.39, 149.39, 147.60, 148.04
03/06/24, 150.05, 150.09, 149.10, 149.41
03/05/24, 150.53, 150.56, 149.71, 150.05
03/04/24, 150.09, 150.57, 149.84, 150.53
03/01/24, 149.98, 150.72, 149.94, 150.13
02/29/24, 150.69, 150.70, 149.21, 149.98
02/28/24, 150.51, 150.85, 150.38, 150.68
02/27/24, 150.72, 150.72, 150.08, 150.51
02/26/24, 150.49, 150.84, 150.29, 150.70
02/23/24, 150.53, 150.78, 150.30, 150.51
02/22/24, 150.30, 150.69, 150.02, 150.53
02/21/24, 150.01, 150.41, 149.86, 150.29
02/20/24, 150.12, 150.44, 149.69, 150.00
02/19/24, 150.22, 150.28, 149.88, 150.13
02/16/24, 149.93, 150.64, 149.83, 150.20
02/15/24, 150.60, 150.60, 149.62, 149.94
02/14/24, 150.79, 150.88, 150.35, 150.60
02/13/24, 149.35, 150.89, 149.27, 150.78
02/12/24, 149.31, 149.49, 148.93, 149.35
02/09/24, 149.32, 149.59, 149.02, 149.28
02/08/24, 148.18, 149.50, 147.93, 149.32
02/07/24, 147.95, 148.26, 147.63, 148.18
02/06/24, 148.68, 148.84, 147.83, 147.94
02/05/24, 148.38, 148.90, 148.28, 148.68
02/02/24, 146.43, 148.58, 146.25, 148.38
02/01/24, 146.94, 147.11, 145.90, 146.42
01/31/24, 147.60, 147.90, 146.00, 146.95
01/30/24, 147.50, 147.93, 147.10, 147.60
01/29/24, 148.19, 148.34, 147.26, 147.50
01/26/24, 147.63, 148.20, 147.47, 148.16
01/25/24, 147.51, 147.91, 147.10, 147.66
01/24/24, 148.38, 148.54, 146.66, 147.51
01/23/24, 148.11, 148.71, 147.00, 148.38
01/22/24, 148.14, 148.33, 147.63, 148.11
01/19/24, 148.13, 148.81, 147.84, 148.15
01/18/24, 148.16, 148.30, 147.66, 148.16
01/17/24, 147.22, 148.52, 147.09, 148.16
01/16/24, 145.74, 147.31, 145.59, 147.19
01/15/24, 144.87, 145.96, 144.85, 145.75
01/12/24, 145.43, 145.57, 144.36, 144.82
01/11/24, 145.72, 146.42, 145.26, 145.28
01/10/24, 144.48, 145.85, 144.32, 145.76
01/09/24, 144.28, 144.62, 143.44, 144.48
01/08/24, 144.63, 144.93, 143.66, 144.23
01/05/24, 144.63, 145.96, 143.81, 144.62
01/04/24, 143.29, 144.85, 142.87, 144.63
01/03/24, 141.99, 143.73, 141.86, 143.28
01/02/24, 140.88, 142.22, 140.82, 141.99
01/01/24, 141.03, 141.41, 140.82, 140.88
